Curve Name,Curve Length (um),Average Curvature (um-1),Curvature Std (um-1),X-Coordinate (um),Y-Coordinate (um),Point Curvature (um-1),Point Curvature Sign,Red Intensity,Green Intensity,Blue Intensity,,radius in nm,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051432795,0.171606763,42.61058882,1,101,101,101,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051456777,0.171600485,41.99069513,1,101,101,101,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051480802,0.17159417,41.37828398,1,115,115,115,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051504868,0.171587817,40.77322743,1,115,115,115,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051528976,0.171581427,40.17539856,1,115,115,115,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051553125,0.171575,39.58467386,1,115,115,115,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051577315,0.171568536,39.00093184,1,115,115,115,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051601547,0.171562037,38.42405237,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051625819,0.171555501,37.85391852,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051650132,0.171548929,37.29041541,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051674485,0.171542322,36.73342915,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051698878,0.171535679,36.18284876,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051723312,0.171529002,35.63856506,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051747784,0.17152229,35.10047014,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051772297,0.171515544,34.56845892,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051796848,0.171508764,34.04242819,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051821439,0.171501949,33.52227536,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051846069,0.171495102,33.00790069,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051870737,0.171488221,32.49920605,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051895443,0.171481308,31.99609416,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051920188,0.171474361,31.49847046,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051944971,0.171467383,31.00624201,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051969791,0.171460372,30.51931648,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.051994649,0.17145333,30.03760392,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052019545,0.171446256,29.56101582,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052044477,0.171439151,29.08946454,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052069446,0.171432015,28.62286479,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052094453,0.171424849,28.16113279,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052119495,0.171417652,27.70418504,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052144574,0.171410425,27.25194045,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052169689,0.171403168,26.80431914,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05219484,0.171395882,26.36124181,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052220026,0.171388567,25.92263145,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052245248,0.171381223,25.48841232,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052270505,0.17137385,25.05850896,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052295796,0.171366449,24.63284796,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052321123,0.171359019,24.211357,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052346484,0.171351563,23.79396434,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05237188,0.171344078,23.38060023,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05239731,0.171336567,22.97119613,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052422773,0.171329028,22.56568349,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05244827,0.171321463,22.16399586,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052473801,0.171313872,21.76606772,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052499365,0.171306254,21.37183384,1,104,104,104,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052524962,0.171298611,20.98123097,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052550592,0.171290942,20.59419688,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052576255,0.171283249,20.21066936,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052601949,0.17127553,19.83058796,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052627676,0.171267787,19.45389308,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052653436,0.171260019,19.08052545,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052679226,0.171252227,18.71042751,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052705049,0.171244412,18.34354268,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052730902,0.171236573,17.97981416,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052756787,0.171228711,17.619187,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052782703,0.171220826,17.26160689,1,130,130,130,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052808649,0.171212918,16.9070197,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052834626,0.171204989,16.55537297,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052860633,0.171197037,16.20661506,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05288667,0.171189063,15.86069415,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052912737,0.171181068,15.51755999,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052938834,0.171173052,15.17716295,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05296496,0.171165015,14.83945353,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.052991115,0.171156957,14.50438376,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053017299,0.171148879,14.17190644,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053043512,0.171140781,13.84197397,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053069753,0.171132663,13.51454041,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053096023,0.171124526,13.18956032,1,103,103,103,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053122321,0.171116369,12.86698821,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053148647,0.171108194,12.5467801,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053175,0.1711,12.22889263,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053201381,0.171091788,12.08035735,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053227788,0.171083558,11.93382199,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053254222,0.17107531,11.78924299,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053280682,0.171067044,11.64657723,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053307166,0.171058761,11.50578325,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053333674,0.171050462,11.36682059,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053360206,0.171042146,11.2296486,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053386761,0.171033813,11.09422844,1,102,102,102,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053413339,0.171025465,10.96052192,1,152,152,152,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053439938,0.171017101,10.82849101,1,152,152,152,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053466558,0.171008721,10.69809929,1,152,152,152,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053493198,0.171000327,10.56931111,1,152,152,152,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053519859,0.170991917,10.44209066,1,133,133,133,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053546538,0.170983493,10.31640361,1,133,133,133,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053573236,0.170975054,10.19221616,1,133,133,133,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053599951,0.170966602,10.06949469,1,133,133,133,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053626684,0.170958135,9.948206925,1,133,133,133,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053653433,0.170949656,9.828321314,1,133,133,133,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053680198,0.170941163,9.709805906,1,133,133,133,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053706979,0.170932657,9.592630242,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053733774,0.170924138,9.476764312,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053760582,0.170915608,9.36217798,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053787405,0.170907065,9.248842515,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05381424,0.170898511,9.136729696,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053841086,0.170889945,9.025810977,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053867945,0.170881368,8.916058998,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053894814,0.17087278,8.807446776,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053921693,0.170864182,8.699947264,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053948581,0.170855573,8.593534594,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.053975478,0.170846954,8.488183387,1,131,131,131,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054002384,0.170838325,8.383867708,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054029297,0.170829687,8.280562919,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054056217,0.17082104,8.178244611,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054083143,0.170812384,8.076888144,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054110074,0.17080372,7.976470053,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054137011,0.170795047,7.876967239,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054163952,0.170786366,7.778356089,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054190896,0.170777678,7.680614051,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054217844,0.170768982,7.583718766,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054244794,0.170760278,7.487647667,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054271745,0.170751568,7.392379208,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054298698,0.170742852,7.29789219,1,118,118,118,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054325651,0.170734129,7.204164714,1,112,112,112,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054352604,0.1707254,7.111176022,1,112,112,112,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054379556,0.170716665,7.018905488,1,112,112,112,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054406506,0.170707925,6.927332061,1,112,112,112,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054433455,0.17069918,6.836435769,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.0544604,0.17069043,6.746196851,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054487343,0.170681675,6.65659495,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054514281,0.170672916,6.567610579,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054541214,0.170664153,6.47922436,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054568142,0.170655386,6.391416574,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054595064,0.170646616,6.304168404,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054621979,0.170637843,6.217461256,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054648887,0.170629067,6.131275723,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054675787,0.170620288,6.045593434,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054702679,0.170611507,5.960395988,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054729561,0.170602724,5.875664514,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054756434,0.170593939,5.791381064,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054783295,0.170585153,5.707527814,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054810146,0.170576366,5.624086188,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054836985,0.170567578,5.541038436,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054863812,0.170558789,5.458366771,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054890625,0.17055,5.376052961,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054917425,0.170541211,5.294079575,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05494421,0.170532422,5.212429304,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05497098,0.170523634,5.131083909,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.054997735,0.170514847,5.05002608,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055024473,0.170506061,4.969238418,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055051194,0.170497276,4.888702873,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055077898,0.170488493,4.80840227,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055104584,0.170479712,4.728319435,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05513125,0.170470933,4.648436362,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055157897,0.170462157,4.568735725,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055184524,0.170453384,4.489200087,1,113,113,113,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055211131,0.170444614,4.409811452,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055237715,0.170435847,4.330552525,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055264278,0.170427084,4.251406031,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055290818,0.170418325,4.172353644,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055317334,0.17040957,4.093377887,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055343826,0.17040082,4.014461042,1,119,119,119,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055370294,0.170392075,3.935584683,1,122,122,122,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055396736,0.170383335,3.856731122,1,122,122,122,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055423153,0.1703746,3.777882584,1,122,122,122,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055449543,0.170365871,3.699020301,1,122,122,122,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055475905,0.170357148,3.620126134,1,122,122,122,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05550224,0.170348432,3.541181688,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055528546,0.170339722,3.462167887,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055554823,0.170331018,3.383066257,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05558107,0.170322322,3.303858228,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055607287,0.170313634,3.224524038,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055633472,0.170304953,3.145044655,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055659626,0.17029628,3.065400728,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055685748,0.170287616,2.985571989,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055711836,0.17027896,2.905538844,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055737891,0.170270312,2.825281457,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055763911,0.170261675,2.744778887,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055789896,0.170253046,2.664010642,1,110,110,110,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055815846,0.170244427,2.582955874,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055841759,0.170235818,2.501592882,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055867636,0.17022722,2.419900446,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055893475,0.170218632,2.337857103,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055919276,0.170210055,2.255440012,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055945038,0.170201489,2.17262695,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05597076,0.170192935,2.089395156,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.055996443,0.170184392,2.005720843,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056022084,0.170175862,1.921580707,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056047684,0.170167343,1.836951053,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056073243,0.170158837,1.751806828,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056098758,0.170150344,1.666123336,1,100,100,100,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05612423,0.170141865,1.579875289,1,121,121,121,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056149658,0.170133398,1.493036343,1,121,121,121,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056175042,0.170124946,1.405580465,1,121,121,121,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05620038,0.170116507,1.317481174,1,121,121,121,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056225672,0.170108083,1.228710361,1,121,121,121,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056250918,0.170099673,1.139240339,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056276116,0.170091279,1.049042707,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056301267,0.170082899,0.958087694,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056326369,0.170074535,0.866345866,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056351422,0.170066187,0.773787128,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056376425,0.170057854,0.680379766,1,107,107,107,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056401378,0.170049538,0.586092141,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05642628,0.170041239,0.490891776,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05645113,0.170032956,0.394744825,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056475928,0.17002469,0.297617492,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056500672,0.170016442,0.19947524,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056525363,0.170008212,0.100281534,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05655,0.17,5.03E-12,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056574582,0.169991806,0.371792354,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.05659911,0.16998363,0.747652754,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056623584,0.169975471,1.127518312,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056648006,0.169967329,1.511325765,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056672375,0.169959203,1.899007782,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056696693,0.169951093,2.290494248,1,64,64,64,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056720961,0.169942998,2.685713123,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056745178,0.169934918,3.08459024,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056769347,0.169926853,3.487046795,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056793466,0.169918801,3.893003436,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056817538,0.169910762,4.302376864,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056841563,0.169902737,4.715081094,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056865542,0.169894723,5.131028369,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056889475,0.169886722,5.550128747,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056913363,0.169878731,5.97228765,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056937207,0.169870752,6.397410388,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056961007,0.169862783,6.825398228,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.056984765,0.169854823,7.25614997,1,81,81,81,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057008481,0.169846873,7.689562682,1,109,109,109,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057032155,0.169838932,8.125531621,1,109,109,109,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057055788,0.169830999,8.563947572,1,109,109,109,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057079382,0.169823074,9.004701257,1,109,109,109,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057102937,0.169815156,9.447679712,1,109,109,109,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057126453,0.169807245,9.892767694,1,109,109,109,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057149931,0.16979934,10.33984859,1,120,120,120,,10.42088902,,,,
CURVE 1,0.164809199,95.96110252,128.1603138,0.057173372,0.169791441,10.78880417,1,120,120,120,,10.42088902,,,,
