"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1801064737319946","0.25956766185760494","44.74134397348766","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18012791068553924","0.25955867197513577","45.775712510735886","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1801493515014648","0.25954965362548826","46.803418783112114","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18017079632282254","0.2595406060934066","47.8242991044256","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18019224529266356","0.2595315286636352","48.83819057466641","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18021369855403896","0.25952242062091824","49.84493257387915","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18023515624999997","0.25951328124999995","50.8443644611092","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1802566185235977","0.25950410983562466","51.83632781113793","1","128.0","128.0","128.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18027808551788327","0.2594949056625366","52.820665249090325","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18029955737590786","0.25948566801548","53.79722072883852","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18032103424072263","0.2594763961791992","54.76583940035192","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18034251625537867","0.2594670894384384","55.72636866709623","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18036400356292723","0.25945774707794184","56.67865664108096","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18038549630641937","0.2594483683824539","57.622553448832456","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18040699462890622","0.25943895263671873","58.55791102448137","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.180428498673439","0.25942949912548063","59.48458273331188","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18045000858306884","0.25942000713348384","60.4024233472007","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18047152450084683","0.2594104759454727","61.31129048656992","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18049304656982418","0.2594009048461914","62.21104239468113","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18051457493305204","0.25939129312038417","63.10154010538261","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1805361097335815","0.2593816400527954","63.98264638485229","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18055765111446379","0.25937194492816923","64.85422587972535","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18057919921875","0.25936220703124996","65.71614512619718","1","109.0","109.0","109.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18060075418949123","0.2593524256467819","66.56827348264694","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18062231616973876","0.2593426000595092","67.41048168550208","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18064388530254363","0.2593327295541763","68.24264311536236","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.180665461730957","0.2593228134155273","69.06463361268898","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18068704559803006","0.2593128509283065","69.87633103203333","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18070863704681395","0.2593028413772583","70.6776153613978","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18073023622035977","0.25929278404712675","71.46836999317117","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18075184326171873","0.2592826782226562","72.24847962216268","1","140.0","140.0","140.0"
